content,bank,nouns,keywords,vader_compound,tb_polarity,tb_subjectivity,sentiment,transformer_sentiment_label,transformer_sentiment_score,,score,at
good,BOA Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,POSITIVE,0.9998161196708679,,5,3/21/2026
BoA Mobile app,BOA Bank,"['boa', 'mobile']","['boa', 'mobile']",0,0,0,neutral,NEGATIVE,-0.757351339,,5,3/21/2026
good!,BOA Bank,[],['good'],0.4926,0.875,0.6000000000000001,positive,POSITIVE,0.9998268485069275,,4,3/21/2026
well,BOA Bank,[],['well'],0.2732,0,0,positive,POSITIVE,0.9995703101158142,,1,3/22/2026
i can't transfer money to other bank. �???�???,BOA Bank,"['money', 'bank']","['can', 'transfer', 'money', 'other', 'bank']",0,-0.125,0.375,neutral,NEGATIVE,-0.988526225,,4,3/22/2026
doesn't work,BOA Bank,[],"['doesn', 'work']",0,0,0,neutral,NEGATIVE,-0.999740899,,1,3/22/2026
developer option offe,BOA Bank,"['developer', 'option', 'offe']","['developer', 'option', 'offe']",0,0,0,neutral,NEGATIVE,-0.999346793,,1,3/22/2026
This app good b/c reduce my time,BOA Bank,"['b/c', 'time']","['good', 'reduce', 'time']",0.4404,0.7,0.6000000000000001,positive,POSITIVE,0.9903632998466492,,5,3/22/2026
"Bank of Abyssinia used to be the best for me, but now I don�??t think so. I spent the whole day at the branch trying to fix my mobile banking, yet nothing changed. I was asked repeatedly for my ID and signature without any real solution. It�??s disappointing and frustrating to see such poor service. I expected much better �??� Please fix this urgently �??�",BOA Bank,"['bank', 'abyssinia', 'day', 'branch', 'banking', 'nothing', 'signature', 'solution', 'service', 'please']","['bank', 'abyssinia', 'used', 'best', 'for', 'now', 'don', 'think', 'spent', 'whole', 'day', 'branch', 'trying', 'fix', 'mobile', 'banking', 'yet', 'nothing', 'changed', 'asked', 'repeatedly', 'for', 'signature', 'without', 'any', 'real', 'solution', 'disappointing', 'frustrating', 'see', 'such', 'poor', 'service', 'expected', 'much', 'better', 'please', 'fix', 'urgently']",-0.7463,0.030000000000000006,0.47000000000000003,negative,NEGATIVE,-0.999621987,,1,3/22/2026
cheru birhanu,BOA Bank,"['cheru', 'birhanu']","['cheru', 'birhanu']",0,0,0,neutral,POSITIVE,0.8392426371574402,,1,3/22/2026
Machin tecnoloj,BOA Bank,"['machin', 'tecnoloj']","['machin', 'tecnoloj']",0,0,0,neutral,NEGATIVE,-0.950583637,,3,3/22/2026
good up except some sluggishness,BOA Bank,['sluggishness'],"['good', 'except', 'some', 'sluggishness']",0.4404,0.7,0.6000000000000001,positive,POSITIVE,0.9930061101913452,,5,3/23/2026
it is not bad it just ok,BOA Bank,[],"['not', 'bad', 'just']",0.6187,0.42499999999999993,0.5833333333333333,positive,POSITIVE,0.9996962547302246,,4,3/23/2026
good app,BOA Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,POSITIVE,0.9998493194580078,,5,3/23/2026
abanamu boriifuu hindhabamu horiinu ajiraanu woliinuu,BOA Bank,"['abanamu', 'boriifuu', 'hindhabamu', 'horiinu', 'ajiraanu', 'woliinuu']","['abanamu', 'boriifuu', 'hindhabamu', 'horiinu', 'ajiraanu', 'woliinuu']",0,0,0,neutral,NEGATIVE,-0.980297327,,5,3/24/2026
something is wrong,BOA Bank,['something'],"['something', 'wrong']",-0.4767,-0.5,0.9,negative,NEGATIVE,-0.998858452,,2,3/24/2026
ok app,BOA Bank,[],[],0.296,0.5,0.5,positive,POSITIVE,0.9997081160545349,,5,3/24/2026
beti araya,BOA Bank,"['beti', 'araya']","['beti', 'araya']",0,0,0,neutral,POSITIVE,0.9919483661651611,,5,3/24/2026
good app,BOA Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,POSITIVE,0.9998493194580078,,5,3/24/2026
its the the bank of bank,BOA Bank,"['bank', 'bank']","['its', 'bank', 'bank']",0,0,0,neutral,POSITIVE,0.8855547904968262,,5,3/25/2026
You can't rely on Abyssinia. They are the worst,BOA Bank,['abyssinia'],"['can', 'rely', 'abyssinia', 'worst']",-0.6249,-1,1,negative,NEGATIVE,-0.998523533,,1,3/26/2026
smart app smart bank,BOA Bank,['bank'],"['smart', 'smart', 'bank']",0.6597,0.21428571428571427,0.6428571428571429,positive,POSITIVE,0.999352753162384,,5,3/27/2026
My favorite app,BOA Bank,[],['favorite'],0.4588,0.5,1,positive,POSITIVE,0.9983345866203308,,5,3/28/2026
good,BOA Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,POSITIVE,0.9998161196708679,,1,3/28/2026
good,BOA Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,POSITIVE,0.9998161196708679,,5,3/28/2026
emails connect to pone numbers link all the city banks by location naw,BOA Bank,"['emails', 'numbers', 'city', 'banks', 'location', 'naw']","['emails', 'connect', 'pone', 'numbers', 'link', 'all', 'city', 'banks', 'location', 'naw']",0,0,0,neutral,NEGATIVE,-0.987855017,,5,3/28/2026
smart app,BOA Bank,[],['smart'],0.4019,0.21428571428571427,0.6428571428571429,positive,POSITIVE,0.999789297580719,,5,3/28/2026
�?��?��?� �?��?� �?��?�,BOA Bank,[],[],0,0,0,neutral,NEGATIVE,-0.833724976,,5,3/28/2026
my choice BOA,BOA Bank,"['choice', 'boa']","['choice', 'boa']",0,0,0,neutral,POSITIVE,0.739587664604187,,5,3/28/2026
very good,BOA Bank,[],['good'],0.4927,0.9099999999999999,0.7800000000000001,positive,POSITIVE,0.9998520612716675,,5,3/28/2026
good,BOA Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,POSITIVE,0.9998161196708679,,5,3/29/2026
When transaction done form BOA to Other Bank accounts the receipt does not include the name of receipant(the who receive the money),BOA Bank,"['transaction', 'form', 'boa', 'bank', 'receipt', 'name', 'receipant', 'money']","['when', 'transaction', 'done', 'form', 'boa', 'other', 'bank', 'accounts', 'receipt', 'does', 'not', 'include', 'name', 'receipant', 'who', 'receive', 'money']",0,-0.125,0.375,neutral,NEGATIVE,-0.998757362,,4,3/29/2026
good,BOA Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,POSITIVE,0.9998161196708679,,3,3/29/2026
Niyse,BOA Bank,['niyse'],['niyse'],0,0,0,neutral,POSITIVE,0.7925686240196228,,5,3/29/2026
lovely,BOA Bank,[],['lovely'],0.5859,0.5,0.75,positive,POSITIVE,0.9998601675033569,,2,3/30/2026
other bank is very slow,BOA Bank,['bank'],"['other', 'bank', 'slow']",0,-0.2575,0.4475,neutral,NEGATIVE,-0.998975754,,5,3/30/2026
Boa yleyal,BOA Bank,"['boa', 'yleyal']","['boa', 'yleyal']",0,0,0,neutral,POSITIVE,0.9783289432525635,,5,3/31/2026
i loveit,BOA Bank,['loveit'],['loveit'],0,0,0,neutral,POSITIVE,0.9998107552528381,,5,3/31/2026
stupid app! when i try to send money it says error occured,BOA Bank,"['money', 'error']","['stupid', 'when', 'try', 'send', 'money', 'says', 'error', 'occured']",-0.75,-1,1,negative,NEGATIVE,-0.999791801,,1,3/31/2026
"Personal opinion: If Abyssinia Mobile Banking allows you to use data from the SIM card where banking is activated, for example, if the connection to the WiFi router stops, if it is possible to use the SIM card where it was activated, and if the password can finally be re-entered �??�",BOA Bank,"['opinion', 'abyssinia', 'mobile', 'banking', 'data', 'sim', 'card', 'banking', 'example', 'connection', 'wifi', 'router', 'stops', 'sim', 'card', 'password']","['personal', 'opinion', 'abyssinia', 'mobile', 'banking', 'allows', 'use', 'data', 'from', 'sim', 'card', 'where', 'banking', 'activated', 'for', 'example', 'connection', 'wifi', 'router', 'stops', 'possible', 'use', 'sim', 'card', 'where', 'activated', 'password', 'can', 'finally', 'entered']",-0.1531,0,0.7666666666666666,negative,NEGATIVE,-0.997973144,,5,3/31/2026
nice,BOA Bank,[],['nice'],0.4215,0.6,1,positive,POSITIVE,0.9998552799224854,,5,3/31/2026
�?��?��?��?��?�,BOA Bank,['�?��?��?��?��?�'],['�?��?��?��?��?�'],0,0,0,neutral,NEGATIVE,-0.697056174,,5,4/1/2026
updte,BOA Bank,['updte'],['updte'],0,0,0,neutral,POSITIVE,0.7714943289756775,,3,4/1/2026
its good,BOA Bank,[],"['its', 'good']",0.4404,0.7,0.6000000000000001,positive,POSITIVE,0.9998385906219482,,5,4/1/2026
good,BOA Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,POSITIVE,0.9998161196708679,,1,4/1/2026
good,BOA Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,POSITIVE,0.9998161196708679,,1,4/2/2026
fast and reliable app,BOA Bank,[],"['fast', 'reliable']",0,0.2,0.6,neutral,POSITIVE,0.9997852444648743,,5,4/2/2026
good,BOA Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,POSITIVE,0.9998161196708679,,5,4/6/2026
it's not working always says error occured,BOA Bank,['error'],"['not', 'working', 'always', 'says', 'error', 'occured']",-0.4019,0,0,negative,NEGATIVE,-0.999701917,,1,4/6/2026
very nice service appreciated �??�,BOA Bank,['service'],"['nice', 'service', 'appreciated']",0.7688,0.49,0.55,positive,POSITIVE,0.9997658133506775,,5,4/7/2026
Fast& Modern,BOA Bank,"['fast', 'modern']","['fast', 'modern']",0,0.2,0.44999999999999996,neutral,POSITIVE,0.9997683167457581,,5,4/8/2026
low networks,BOA Bank,['networks'],"['low', 'networks']",-0.2732,0,0.3,negative,NEGATIVE,-0.999649882,,4,4/8/2026
"disappointing experience .couldn't even do transactions ,so slow .you should check and update it please",BOA Bank,"['experience', 'transactions', '.you']","['disappointing', 'experience', 'couldn', 'even', 'transactions', 'slow', 'should', 'check', 'update', 'please']",-0.2263,-0.45,0.5499999999999999,negative,NEGATIVE,-0.954887569,,1,4/9/2026
poor functional and also very interactive customer service at branch,BOA Bank,"['functional', 'customer', 'service', 'branch']","['poor', 'functional', 'also', 'interactive', 'customer', 'service', 'branch']",-0.4767,-0.1,0.44999999999999996,negative,NEGATIVE,-0.99968195,,1,4/9/2026
ksanet hayle,BOA Bank,"['ksanet', 'hayle']","['ksanet', 'hayle']",0,0,0,neutral,POSITIVE,0.9805410504341125,,5,4/11/2026
this app is not use my pbone android 16 and not fix boa nearest branch how to use this app,BOA Bank,"['pbone', 'android', 'boa', 'branch']","['not', 'use', 'pbone', 'android', 'not', 'fix', 'boa', 'nearest', 'branch', 'how', 'use']",0,0,0,neutral,NEGATIVE,-0.999289513,,1,4/11/2026
good �??�,BOA Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,POSITIVE,0.9998576641082764,,5,4/13/2026
best �??? app in entire industry,BOA Bank,['industry'],"['best', 'entire', 'industry']",0.6369,0.5,0.4625,positive,POSITIVE,0.9995336532592773,,5,4/14/2026
Why transfer to telebirr agent doesn't work?,BOA Bank,"['transfer', 'agent']","['why', 'transfer', 'telebirr', 'agent', 'doesn', 'work']",0,0,0,neutral,NEGATIVE,-0.999589503,,3,4/14/2026
like,BOA Bank,[],['like'],0.3612,0,0,positive,POSITIVE,0.9910564422607422,,5,4/14/2026
besst app,BOA Bank,['besst'],['besst'],0,0,0,neutral,NEGATIVE,-0.977817774,,5,4/14/2026
good,BOA Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,POSITIVE,0.9998161196708679,,5,4/15/2026
when i try to see my balance the app logs me out.i try to uninstall the app and install it when i try to login again it says login expired.the worest mobile banking in ethiopia. fix it,BOA Bank,"['balance', 'logs', 'banking', 'ethiopia']","['when', 'try', 'see', 'balance', 'logs', 'out', 'try', 'uninstall', 'install', 'when', 'try', 'login', 'again', 'says', 'login', 'expired', 'worest', 'mobile', 'banking', 'ethiopia', 'fix']",0,0,0,neutral,NEGATIVE,-0.99789089,,1,4/15/2026
best i ethiopia,BOA Bank,['ethiopia'],"['best', 'ethiopia']",0.6369,1,0.3,positive,POSITIVE,0.9996500015258789,,5,4/16/2026
very Good app,BOA Bank,[],['good'],0.4927,0.9099999999999999,0.7800000000000001,positive,POSITIVE,0.9998675584793091,,4,4/16/2026
it very slow to access the app when urgent,BOA Bank,"['access', 'urgent']","['slow', 'access', 'when', 'urgent']",0.2023,-0.39,0.52,positive,NEGATIVE,-0.999773443,,1,4/17/2026
excellent service,BOA Bank,['service'],"['excellent', 'service']",0.5719,1,1,positive,POSITIVE,0.9998576641082764,,5,4/18/2026
good,BOA Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,POSITIVE,0.9998161196708679,,5,4/19/2026
"the app does not show my account balance correctly compared to what I get with the SMS notification. Again and again I am not able to make transfers because the app has issues. The app has over years now frequently problems, doesn't load, or is sometimes not working entirely and I can not open it. Even to the point that I question the rating of this app if it's true or distorted. I am not sure how it can be 4 stars something, when in real life the app just doesn't work a lot of the time.",BOA Bank,"['account', 'balance', 'sms', 'notification', 'again', 'transfers', 'issues', 'years', 'problems', 'point', 'rating', 'stars', 'something', 'life', 'lot', 'time']","['does', 'not', 'show', 'account', 'balance', 'correctly', 'compared', 'what', 'get', 'with', 'sms', 'notification', 'again', 'again', 'not', 'able', 'make', 'transfers', 'because', 'has', 'issues', 'has', 'over', 'years', 'now', 'frequently', 'problems', 'doesn', 'load', 'sometimes', 'not', 'working', 'entirely', 'can', 'not', 'open', 'even', 'point', 'question', 'rating', 'true', 'distorted', 'not', 'sure', 'how', 'can', 'stars', 'something', 'when', 'real', 'life', 'just', 'doesn', 'work', 'lot', 'time']",-0.5517,0.02142857142857143,0.5555555555555555,negative,NEGATIVE,-0.999677896,,1,4/19/2026
"the best applcation,, how can winning byd car �??��?���?��",BOA Bank,"['applcation', 'car', '�??��?���?��']","['best', 'applcation', 'how', 'can', 'winning', 'byd', 'car']",0.8225,0.75,0.525,positive,POSITIVE,0.9992448091506958,,5,4/20/2026
everything new that other banks started abyssinia started it but this one year have been a disaster the mobile banking crashes everytime please do what you do best,BOA Bank,"['everything', 'banks', 'year', 'disaster', 'banking', 'crashes', 'please']","['everything', 'new', 'other', 'banks', 'started', 'abyssinia', 'started', 'one', 'year', 'have', 'been', 'disaster', 'mobile', 'banking', 'crashes', 'everytime', 'please', 'what', 'best']",0.4767,0.3371212121212121,0.3765151515151515,positive,NEGATIVE,-0.998272061,,1,4/20/2026
nice,BOA Bank,[],['nice'],0.4215,0.6,1,positive,POSITIVE,0.9998552799224854,,5,4/21/2026
best,BOA Bank,[],['best'],0.6369,1,0.3,positive,POSITIVE,0.9997941851615906,,5,4/22/2026
Not working,BOA Bank,[],"['not', 'working']",0,0,0,neutral,NEGATIVE,-0.999777853,,4,4/22/2026
�??��??��?�,BOA Bank,['�??��??��?�'],[],0,0,0,neutral,NEGATIVE,-0.697056174,,4,4/23/2026
abezash,BOA Bank,['abezash'],['abezash'],0,0,0,neutral,POSITIVE,0.8301464319229126,,5,4/23/2026
what an amazing service,BOA Bank,['service'],"['what', 'amazing', 'service']",0.5859,0.6000000000000001,0.9,positive,POSITIVE,0.9998257756233215,,5,4/23/2026
nice,BOA Bank,[],['nice'],0.4215,0.6,1,positive,POSITIVE,0.9998552799224854,,5,4/24/2026
there's an error in app i don't ever know what's the case,BOA Bank,"['error', 'case']","['there', 'error', 'don', 'ever', 'know', 'what', 'case']",-0.4019,0,0,negative,NEGATIVE,-0.999702513,,1,4/24/2026
the worst app,BOA Bank,[],['worst'],-0.6249,-1,1,negative,NEGATIVE,-0.999796927,,1,4/24/2026
BoA always❤,BOA Bank,"['boa', 'always❤']","['boa', 'always']",0,0,0,neutral,NEGATIVE,-0.971901,,5,4/24/2026
a wonderful Bank success app in Ethiopia �??��??�,BOA Bank,"['bank', 'success', 'ethiopia']","['wonderful', 'bank', 'success', 'ethiopia']",0.8126,0.65,0.5,positive,POSITIVE,0.9998182654380798,,5,4/25/2026
best,BOA Bank,[],['best'],0.6369,1,0.3,positive,POSITIVE,0.9997941851615906,,5,4/27/2026
easy to understand,BOA Bank,[],"['easy', 'understand']",0.4404,0.43333333333333335,0.8333333333333334,positive,POSITIVE,0.9997355341911316,,4,4/28/2026
nice app �??��??��??�,BOA Bank,['�??��??��??�'],['nice'],0.4215,0.6,1,positive,POSITIVE,0.9996724128723145,,5,4/29/2026
"I tried to oppen mobile app of BOA, but it can't work on my phone after activation. I can't login to it. the staffs tried their best and asked me the android version which is 16 and clear the catches, reinstall the app but the same restult �? close the app. disappointing",BOA Bank,"['boa', 'phone', 'activation', 'staffs', 'version', 'catches', 'restult']","['tried', 'oppen', 'mobile', 'boa', 'can', 'work', 'phone', 'after', 'activation', 'can', 'login', 'staffs', 'tried', 'their', 'best', 'asked', 'android', 'version', 'which', 'clear', 'catches', 'reinstall', 'same', 'restult', 'close', 'disappointing']",0.7096,0.12500000000000003,0.3770833333333333,positive,NEGATIVE,-0.999228358,,1,5/1/2026
Amazing app,BOA Bank,['amazing'],['amazing'],0.5859,0.6000000000000001,0.9,positive,POSITIVE,0.9998670816421509,,5,5/2/2026
extremely slow app and unreliable for most payment i have stuggled to much with this,BOA Bank,['payment'],"['extremely', 'slow', 'unreliable', 'for', 'most', 'payment', 'have', 'stuggled', 'much', 'with']",0,0.13333333333333333,0.36666666666666664,neutral,NEGATIVE,-0.999487519,,2,5/3/2026
good,BOA Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,POSITIVE,0.9998161196708679,,5,5/4/2026
�?��?��?��??�??�?��?? �??�??�??�?? �?��??�??,BOA Bank,"['�??�??�??�??', '�?��??�??']","['�?��?��?��??�??�?��??', '�??�??�??�??', '�?��??�??']",0,0,0,neutral,NEGATIVE,-0.833724976,,4,5/5/2026
bank of absiniya is best bank in ethiopian,BOA Bank,"['bank', 'absiniya', 'bank']","['bank', 'absiniya', 'best', 'bank', 'ethiopian']",0.6369,1,0.3,positive,POSITIVE,0.9997739195823669,,5,5/7/2026
boa the best,BOA Bank,[],"['boa', 'best']",0.6369,1,0.3,positive,POSITIVE,0.9998425245285034,,5,5/8/2026
good,BOA Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,POSITIVE,0.9998161196708679,,5,5/9/2026
this app is good but the speed of app is very slow,BOA Bank,['speed'],"['good', 'speed', 'slow']",0.2382,0.15499999999999994,0.56,positive,NEGATIVE,-0.995230198,,2,5/11/2026
it's very good app,BOA Bank,[],['good'],0.4927,0.9099999999999999,0.7800000000000001,positive,POSITIVE,0.9998728036880493,,5,5/12/2026
good,BOA Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,POSITIVE,0.9998161196708679,,5,5/14/2026
Its Good,BOA Bank,[],"['its', 'good']",0.4404,0.7,0.6000000000000001,positive,POSITIVE,0.9998385906219482,,5,5/15/2026
cool,BOA Bank,['cool'],['cool'],0.3182,0.35,0.65,positive,POSITIVE,0.9998509883880615,,5,5/15/2026
was Good �??�,BOA Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,POSITIVE,0.9998513460159302,,5,5/16/2026
"The worst app, also bank am begging for my own money",BOA Bank,"['bank', 'money']","['worst', 'also', 'bank', 'begging', 'for', 'own', 'money']",-0.6249,-0.2,1,negative,NEGATIVE,-0.999812067,,1,5/16/2026
sometimes The App Is not goibg through,BOA Bank,[],"['sometimes', 'not', 'goibg', 'through']",0,0,0,neutral,NEGATIVE,-0.992613554,,3,5/17/2026
the transaction is not working???? fix it,BOA Bank,['transaction'],"['transaction', 'not', 'working', 'fix']",0,0,0,neutral,NEGATIVE,-0.999731004,,1,5/18/2026
Tilku,BOA Bank,['tilku'],['tilku'],0,0,0,neutral,POSITIVE,0.9971722960472107,,5,5/18/2026
this app is outstanding,Dashen Bank,[],['outstanding'],0.6124,0.5,0.875,positive,POSITIVE,0.9998713731765747,,5,10/1/2025
It takes gazillion years to open �??�,Dashen Bank,"['gazillion', 'years']","['takes', 'gazillion', 'years', 'open']",0,0,0.5,neutral,NEGATIVE,-0.990995347,,3,10/2/2025
withdraw,Dashen Bank,['withdraw'],['withdraw'],0,0,0,neutral,NEGATIVE,-0.998947799,,1,10/2/2025
App is passive when compare to Amole it takes 3-5 seconds to open and i cannot refresh transactions what i did.,Dashen Bank,"['compare', 'seconds', 'transactions']","['passive', 'when', 'compare', 'amole', 'takes', 'seconds', 'open', 'cannot', 'refresh', 'transactions', 'what', 'did']",0.2023,0,0.5,positive,NEGATIVE,-0.998797774,,1,10/3/2025
I can't open virtual account.I have been trying it for about 3 days still no resolve.,Dashen Bank,"['account.i', 'days', 'resolve']","['can', 'open', 'virtual', 'account', 'have', 'been', 'trying', 'for', 'about', 'days', 'still', 'resolve']",0.1027,0,0.5,positive,NEGATIVE,-0.999109447,,2,10/4/2025
tadesa melka tulluu,Dashen Bank,"['tadesa', 'melka', 'tulluu']","['tadesa', 'melka', 'tulluu']",0,0,0,neutral,NEGATIVE,-0.945759952,,1,10/4/2025
wow,Dashen Bank,['wow'],['wow'],0.5859,0.1,1,positive,POSITIVE,0.999592125415802,,5,10/4/2025
for dashen bankk it is best app so why your bank onlyu one one app for mobile banking that means superr app,Dashen Bank,"['dashen', 'bankk', 'bank', 'banking']","['for', 'dashen', 'bankk', 'best', 'why', 'your', 'bank', 'onlyu', 'one', 'one', 'for', 'mobile', 'banking', 'means', 'superr']",0.6369,1,0.3,positive,NEGATIVE,-0.728189886,,5,10/5/2025
perfect,Dashen Bank,['perfect'],['perfect'],0.5719,1,1,positive,POSITIVE,0.9998517036437988,,5,10/6/2025
"@Shewangizaw L. As a heavy user of the app , the issue you raised around resetting pass pin concerned me and gave it a try and found it to be safe. Basically the app will do two things: verifies one using an otp and then requires an in-person visit to bank's physical branch for final verification after resetting the password. Therefore, safe to use! I wish ""i""nformational tip was added around the reset button. Could not attach screenshot.",Dashen Bank,"['shewangizaw', 'user', 'issue', 'pass', 'pin', 'try', 'things', 'verifies', 'otp', 'visit', 'bank', 'branch', 'verification', 'password', 'tip', 'reset', 'button', 'screenshot']","['shewangizaw', 'heavy', 'user', 'issue', 'raised', 'around', 'resetting', 'pass', 'pin', 'concerned', 'gave', 'try', 'found', 'safe', 'basically', 'will', 'two', 'things', 'verifies', 'one', 'using', 'otp', 'then', 'requires', 'person', 'visit', 'bank', 'physical', 'branch', 'for', 'final', 'verification', 'after', 'resetting', 'password', 'therefore', 'safe', 'use', 'wish', 'nformational', 'tip', 'added', 'around', 'reset', 'button', 'could', 'not', 'attach', 'screenshot']",0.8313,0.185,0.5285714285714286,positive,NEGATIVE,-0.997362792,,4,10/6/2025
good,Dashen Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,POSITIVE,0.9998161196708679,,5,10/6/2025
hayelu Beranu Bashre,Dashen Bank,"['hayelu', 'beranu', 'bashre']","['hayelu', 'beranu', 'bashre']",0,0,0,neutral,POSITIVE,0.9403013586997986,,5,10/7/2025
�???�???�???�???�???�???�???�??? connection not fast,Dashen Bank,['connection'],"['connection', 'not', 'fast']",0,-0.1,0.6,neutral,NEGATIVE,-0.988503397,,5,10/7/2025
Finish the app development fully before you give the final result. It's is very inconvenient and not that reliable at the moment.,Dashen Bank,"['development', 'result', 'moment']","['finish', 'development', 'fully', 'before', 'give', 'final', 'result', 'inconvenient', 'not', 'reliable', 'moment']",-0.4005,-0.39,1,negative,NEGATIVE,-0.999809682,,1,10/8/2025
good,Dashen Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,POSITIVE,0.9998161196708679,,5,10/10/2025
nice and best,Dashen Bank,[],"['nice', 'best']",0.7906,0.8,0.65,positive,POSITIVE,0.9998648166656494,,5,10/10/2025
it is the best,Dashen Bank,[],['best'],0.6369,1,0.3,positive,POSITIVE,0.9998602867126465,,5,10/11/2025
very good,Dashen Bank,[],['good'],0.4927,0.9099999999999999,0.7800000000000001,positive,POSITIVE,0.9998520612716675,,1,10/11/2025
it doesn't let me open my account,Dashen Bank,['account'],"['doesn', 'let', 'open', 'account']",0,0,0.5,neutral,NEGATIVE,-0.96430856,,1,10/12/2025
meseret birara,Dashen Bank,"['meseret', 'birara']","['meseret', 'birara']",0,0,0,neutral,NEGATIVE,-0.723898232,,5,10/12/2025
lmo,Dashen Bank,['lmo'],['lmo'],0,0,0,neutral,POSITIVE,0.9923747181892395,,5,10/13/2025
"Dashen SuperApp is the worst app for me because it consistently fails during transfers. When I try to send money, the transaction freezes for extended periods�??sometimes a full day, and often two or three days or more. Crucially, the funds are neither delivered to the recipient nor immediately refunded to my account, which is incredibly frustrating and makes me feel like I've lost my money. The app urgently needs a technical update to ensure transactions process smoothly and reliably.",Dashen Bank,"['dashen', 'superapp', 'transfers', 'money', 'transaction', 'periods', 'day', 'days', 'crucially', 'funds', 'recipient', 'account', 'money', 'update', 'transactions']","['dashen', 'superapp', 'worst', 'for', 'because', 'consistently', 'fails', 'during', 'transfers', 'when', 'try', 'send', 'money', 'transaction', 'freezes', 'for', 'extended', 'periods', 'sometimes', 'full', 'day', 'often', 'two', 'three', 'days', 'more', 'crucially', 'funds', 'neither', 'delivered', 'recipient', 'nor', 'immediately', 'refunded', 'account', 'which', 'incredibly', 'frustrating', 'makes', 'feel', 'like', 'lost', 'money', 'urgently', 'needs', 'technical', 'update', 'ensure', 'transactions', 'process', 'smoothly', 'reliably']",-0.8122,-0.08125,0.60625,negative,NEGATIVE,-0.999805987,,1,10/14/2025
easy,Dashen Bank,[],['easy'],0.4404,0.43333333333333335,0.8333333333333334,positive,POSITIVE,0.9972309470176697,,5,10/14/2025
Best application,Dashen Bank,[],['best'],0.6369,1,0.3,positive,POSITIVE,0.9998098015785217,,5,10/14/2025
abdrug bentahuuuu,Dashen Bank,"['abdrug', 'bentahuuuu']","['abdrug', 'bentahuuuu']",0,0,0,neutral,NEGATIVE,-0.75696969,,3,10/17/2025
I like it,Dashen Bank,[],['like'],0.3612,0,0,positive,POSITIVE,0.9998593330383301,,5,10/18/2025
it is Excellent April jest continue more abeaten.....,Dashen Bank,"['april', 'continue', 'abeaten']","['excellent', 'april', 'jest', 'continue', 'more', 'abeaten']",0.5719,0.75,0.75,positive,POSITIVE,0.9983513355255127,,4,10/19/2025
Good,Dashen Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,POSITIVE,0.9998161196708679,,4,10/21/2025
convinent,Dashen Bank,['convinent'],['convinent'],0,0,0,neutral,NEGATIVE,-0.979885399,,5,10/22/2025
"The UI is impressive, but adding an ATM withdrawal feature for cardless cash access would enhance functionality. This may require updates to the ATM system as well. Please consider this, dev team.",Dashen Bank,"['atm', 'withdrawal', 'feature', 'cardless', 'cash', 'access', 'functionality', 'updates', 'atm', 'system', 'dev', 'team']","['impressive', 'adding', 'atm', 'withdrawal', 'feature', 'for', 'cardless', 'cash', 'access', 'would', 'enhance', 'functionality', 'may', 'require', 'updates', 'atm', 'system', 'well', 'please', 'consider', 'dev', 'team']",0.7845,1,1,positive,POSITIVE,0.833138644695282,,4,10/22/2025
"Super Up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. Designed for a seamless experience, it offers lightning-fast transactions, top-tier security, and effortless financial management. With Super Up, banking has never been this smooth, smart, and super!",Dashen Bank,"['super', 'digital', 'banking', 'name', 'speed', 'efficiency', 'innovation', 'experience', 'transactions', 'security', 'management', 'super', 'banking', 'super']","['super', 'ultimate', 'digital', 'banking', 'living', 'its', 'name', 'with', 'speed', 'efficiency', 'innovation', 'designed', 'for', 'seamless', 'experience', 'offers', 'lightning', 'fast', 'transactions', 'top', 'tier', 'security', 'effortless', 'financial', 'management', 'with', 'super', 'banking', 'has', 'never', 'been', 'smooth', 'smart', 'super']",0.969,0.18976190476190474,0.42428571428571427,positive,POSITIVE,0.9995073080062866,,5,10/27/2025
